ID,Time,Category,Channel,Duration,EndPoint,Back_count,Forward_count,Dash_count,Max_Speed_x,Time_int,앞뒤이동차이,앞이동배속차이,뒤이동배속차이,이동전체배속차이,대쉬배속차이,앞이동대쉬차이,뒤이동대쉬차이,이동전체대쉬차이,Max_Speed_binary,Category_Mapped_Value,Max_Speed_x_categorical
jYLSqElv,2024-04-16 14:09:04_565060,Music,Ultra Records,160,89.997003,2,4,0,1.0,14,58.489667499999996,58.770255,0.2805875,39.27369916666667,0.0,0.0,0.0,0.0,0,0.0,1
jYLSqElv,2024-04-16 23:24:20_082840,Gaming,괴물쥐 유튜브,1244,1233.055682,8,6,0,1.0,23,660.1016005833329,660.1881403333333,0.08653975,282.9872257142857,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-16 23:34:08_532712,Entertainment,캬랑Kyaryang,623,3.647802,3,1,0,1.5,23,249.78293966666664,246.4638825,3.5659615000000002,64.29044174999999,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-16 23:40:59_542846,Entertainment,캬랑Kyaryang,533,496.377717,3,2,0,1.5,23,161.86138599999998,161.86138599999998,0.0,64.7445544,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-16 23:41:01_445591,Entertainment,캬랑Kyaryang,623,1.224751,0,0,0,1.5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-16 23:49:05_774151,Entertainment,캬랑Kyaryang,693,688.13717,2,1,0,1.5,23,10.366008,6.776271000000001,3.589737,4.651915,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-17 00:51:02_216348,Film & Animation,기무리뷰,1469,1257.957068,2,6,0,1.5,0,996.0967948333332,983.2891501666667,13.961467,740.957229375,0.0,0.0,0.0,0.0,1,1.6666666666666667,1.5
jYLSqElv,2024-04-17 02:51:01_500363,Film & Animation,기무리뷰,1156,651.227703,1,2,0,1.5,2,365.2746185,192.355296,192.355296,192.35529599999998,0.0,0.0,0.0,0.0,1,1.6666666666666667,1.5
jYLSqElv,2024-04-17 03:09:01_992885,Gaming,악동 김블루,737,717.182826,4,4,0,1.5,3,336.21181850000005,321.82722874999996,16.7691795,169.29820412499996,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-17 03:23:26_319294,Film & Animation,Return to Render,2057,523.493208,1,1,0,1.0,3,20.476298,20.476298,0.0,10.238149,0.0,0.0,0.0,0.0,0,1.6666666666666667,1
jYLSqElv,2024-04-17 03:36:52_406962,Comedy,memes from hole,488,471.018574,1,0,0,1.0,3,0.0,0.0,0.026031,0.026031,0.0,0.0,0.0,0.0,0,0.0,1
jYLSqElv,2024-04-17 06:27:45_397068,Film & Animation,마이너 리뷰 갤러리,628,328.767833,3,0,0,1.5,6,0.0,0.0,55.07215,55.07215,0.0,0.0,0.0,0.0,1,1.6666666666666667,1.5
jYLSqElv,2024-04-17 14:41:07_882173,Sports,이스타TV,831,830.161,1,1,2,1.0,14,391.213495,391.399202,0.185707,195.7924545,418.1762055,411.98479449999996,417.9904985,414.9876465,0,0.0,1
jYLSqElv,2024-04-17 18:47:07_561295,Gaming,G스토리,674,528.37235,0,0,0,1.5,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-17 18:51:39_826078,Music,인생 녹음 중,246,36.608673,1,0,0,1.0,18,0.0,0.0,0.604926,0.604926,0.0,0.0,0.0,0.0,0,0.0,1
jYLSqElv,2024-04-17 18:55:28_480329,Gaming,김계정,359,216.254877,0,0,0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-17 18:55:34_990361,People & Blogs,김계정,501,5.754991,0,0,0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.6666666666666665,1
jYLSqElv,2024-04-17 18:55:36_319824,Gaming,김계정,359,0.428736,0,0,0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-18 04:52:20_152610,Sports,SPOiler 스포일러,1018,657.684746,2,1,0,1.0,4,172.69658099999998,695.8496397499999,525.236482,582.1075345833333,0.0,0.0,0.0,0.0,0,0.0,1
jYLSqElv,2024-04-18 04:52:39_741936,Sports,SPOTV 오리지널,711,680.460245,1,5,0,1.0,4,549.134264,549.907827,0.773563,458.3854496666666,0.0,0.0,0.0,0.0,0,0.0,1
jYLSqElv,2024-04-18 04:55:47_310059,Sports,SPOTV 오리지널,711,669.374533,0,8,0,1.0,4,0.0,489.4552555,0.0,489.4552555,0.0,0.0,0.0,0.0,0,0.0,1
